Class,X0,Y0,Z0,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4
1,55.52017854,70.74518765,-62.60611302,-10.40073015,60.45876336,-56.90674198,30.71687651,73.59665501,-64.16547854,82.690022,36.04512187,-59.5954097,76.5143222,0.557100064,-61.19760053
1,26.3727165,88.64394617,-41.91719309,54.98812378,81.70935586,-39.38419613,82.37510871,37.51661509,-49.99495764,10.83888568,86.4587513,-24.64279221,73.91377956,60.50632431,-48.90621962
1,4.533496075,97.61662724,-24.19187567,76.03435906,79.53079368,-54.33898461,68.43880125,20.38547922,-56.35749333,26.14782347,100.4435176,-27.63692227,75.98032186,53.0469824,-56.35175114
1,37.18777843,100.2161384,10.34221746,14.66999435,104.2263249,20.92696519,-4.94688115,96.95226465,27.17345693,-20.80441016,85.49780722,29.76273301,52.46596419,95.8597619,-6.819698198
1,50.39475572,-4.306054858,-83.75072351,69.74266088,32.55831405,-85.92969962,33.38435219,76.47421259,-58.26133288,66.47225435,58.31793679,-83.81377785,6.358250548,76.12039919,-53.02742828
1,-11.89239695,81.45058056,-38.90394867,46.77867204,45.35595058,-95.74746014,14.60729971,83.78828927,-40.11384997,41.2830125,77.79203784,-47.47234412,46.38924538,7.031534821,-83.03682074
1,30.02990258,86.18934145,-50.93002643,-10.59173764,79.46511862,-40.50724582,11.37579731,83.85096651,-44.3912079,54.02254058,82.62453651,-56.19245504,60.23711345,56.69034193,-61.40509144
1,54.48749071,78.33890363,-71.39578736,55.23925854,50.29737721,-73.51489165,30.2661436,77.71159015,-47.58233164,53.27817102,71.11435189,-50.66135091,11.32334415,75.73389343,-44.06437257
1,86.6380533,21.13908967,-38.15325458,83.87332071,49.89971064,-38.97541699,-7.111609999,61.24638372,-50.80195323,76.98313731,-12.37725296,-44.68512285,40.27402904,62.63540623,-48.01356262
1,12.34265315,77.42823757,-40.09692808,32.48819041,79.75627003,-42.45301843,57.58922204,73.76102078,-44.11235665,54.20366641,80.25064429,-69.43281158,56.08570495,21.89451028,-60.05165386
1,14.2758181,79.26459325,-50.87079369,59.82250405,68.42883067,-64.36641213,63.09644947,-0.514528616,-79.58123765,39.56451063,72.6774344,-54.48070969,77.78773038,36.72556997,-87.30454311
1,74.19107918,59.20660553,-48.82226187,81.56612655,36.72628401,-51.97633296,-10.82027205,79.7773767,-32.6307809,54.74088018,80.90623303,-41.10807747,10.55229039,86.07904927,-26.3230747
1,66.13463824,58.17953835,-84.35667396,48.5086319,65.24499139,-74.61571699,54.37134296,-4.404892719,-81.41141683,-10.55875201,73.31735035,-38.20224233,34.47829019,76.48063499,-58.04383536
1,11.73281502,76.14708831,-43.37219602,59.02312714,52.43610917,-69.41819572,52.72978683,78.38609615,-72.4592527,29.56588828,77.78677975,-47.64190003,53.1209979,71.68595113,-50.47447161
1,54.88762109,79.71028314,-70.24512034,59.08670294,53.16403811,-68.29070603,12.40027439,77.07288273,-41.55316663,56.14697873,73.13840885,-47.19520008,32.58171436,79.18797995,-44.28990496
1,62.67947414,-1.145448971,-79.67020957,76.29998924,37.3649229,-87.80758797,37.12567667,72.36895586,-55.07975382,13.49511596,77.33430407,-49.1862369,74.79095803,63.09548033,-85.48596891
1,-10.80909604,81.7933536,-36.37414661,41.01677075,78.5048562,-46.11122055,47.0715174,47.56210295,-94.99966485,14.13579677,84.20991287,-38.43445894,46.02860457,8.952178306,-83.91853649
1,40.35180647,80.2812181,-61.45120079,30.28193237,0.727160148,0.776053365,-2.890887741,78.25825399,-55.30039739,16.09314605,84.75410521,-63.70587935,-20.54453035,70.79688711,-41.11878846
1,30.78699385,73.75661893,-64.40384682,74.1129285,56.49181166,-58.68403984,77.48121787,0.920260499,-59.95030846,81.74338595,33.50683912,-60.98565636,54.6045683,69.87777565,-63.63207552
1,21.61119397,101.4783476,-33.75861502,6.924309015,95.55632477,-19.31946519,68.05188101,20.30218741,-56.10334566,73.37784112,79.89564422,-57.77193713,74.21905333,53.35695705,-58.36142317
1,15.6785312,77.81142344,-47.40802511,62.47019589,-0.680949413,-80.42475819,36.99859723,72.84595525,-55.52507944,58.20081883,68.69201131,-65.01053068,78.57699449,36.5395985,-85.42318401
1,83.69294089,37.6527674,-47.59587062,59.90789909,10.23152414,-73.30202002,55.70161779,81.73978287,-37.74250105,-10.49668826,80.49920522,-31.08899026,11.67819419,86.37264703,-22.77986234
1,37.39677842,78.58529909,-51.00256549,68.07670554,66.55802946,-52.86087606,14.80755993,82.09718568,-41.78168208,46.59593743,6.026028636,-83.06713935,46.544518,43.44699694,-97.22979646
1,18.66903178,79.00012871,-49.00865111,62.21603947,66.54634417,-52.66179059,66.07211559,66.60329931,-73.35589029,80.47559126,44.35325682,-69.55338574,39.28222859,75.95503011,-55.75519448
1,45.86183321,99.35406367,-33.90952144,74.60839831,78.56527903,-57.54495274,22.47466355,100.6409218,-34.4709371,75.09048213,52.07530617,-58.01348003,4.945338236,96.05720649,-24.29889259
1,28.52536958,84.33691826,-55.46470928,59.72282744,53.85711945,-63.44390045,11.11202913,80.73844321,-46.26285092,53.98549743,79.47389167,-57.26219731,44.97357822,18.7038116,-69.48580892
1,17.26255093,82.48082852,-38.74647342,34.41858847,80.89615813,-52.67145947,79.97079145,52.45377085,-63.71730199,60.25095501,72.51982702,-46.55979614,65.58341056,74.57551223,-66.18112049
1,24.64528605,85.19042729,-55.33020618,-15.15245079,76.67239526,-40.48293303,6.862458361,82.1836456,-46.42191848,55.66148301,55.14045162,-65.0402996,48.68128802,81.15490339,-60.37244312
1,38.88644207,71.15364597,-60.89088434,78.60218168,40.51908506,-72.1978483,21.11486475,73.80443368,-52.77262435,67.91463462,61.98258368,-74.48352209,59.87071008,63.06457984,-57.84110145
1,52.99563621,80.18244146,-59.73750458,9.483874583,87.35410395,-38.77835009,85.00740189,69.4752238,-77.2115182,-9.981253745,79.92086684,-30.86118511,32.22197422,88.29709418,-51.03286429
1,45.4768838,98.96189809,-34.19412455,24.32209803,99.89352232,-31.5970401,72.99723595,78.77278107,-59.88611579,73.74538004,51.83298887,-59.99442528,65.17381151,19.60759253,-60.2886773
1,52.63003971,77.46359088,-73.4772562,29.96751629,77.47694953,-48.64741114,54.47531402,19.49221659,-63.07639352,53.44244516,70.92093306,-50.94764882,59.36185223,51.97024678,-69.44436787
1,69.56452388,68.42102101,-48.74033263,-10.07990468,82.672821,-35.25015668,15.26303954,84.73866827,-36.63686359,47.76222938,49.1746888,-94.28950632,46.60727526,10.39282669,-83.71996316
1,35.13758133,80.64923073,-51.90038122,70.15837278,66.85048996,-49.12088434,-11.72324644,81.4283375,-37.98811512,14.05883053,83.58631444,-39.38539962,48.06149411,8.006252607,-82.26490504
1,74.30415751,57.03327844,-59.10263754,77.00673284,1.721664028,-60.2373853,55.13473306,71.38690419,-62.51002634,-10.34563223,61.41227131,-55.90613784,29.64103107,72.71453919,-65.36833132
1,62.45672298,-19.90735838,28.3999281,55.30154174,-11.67813653,68.36824361,14.58560765,72.32739342,60.1724637,-2.544942516,72.18541619,77.94250808,54.74188643,-19.28659657,2.901642489
1,14.90494763,77.93760153,-38.56092621,30.82263937,79.76319834,-44.96827541,56.90101535,74.18668176,-45.68768963,54.6232959,80.47339687,-69.67818625,56.27054894,53.05262057,-70.9651269
1,64.41234376,65.39337316,-81.34342012,31.8589483,78.63299361,-53.6413905,71.28919336,39.73714274,-84.61451324,48.98715819,69.97892142,-71.30315271,58.06995535,1.55184596,-81.66524598
1,4.114909316,97.46146911,-24.67483437,23.45789364,101.3697273,-31.9658671,74.97295396,52.82540886,-57.92116226,47.67159057,98.68012922,-30.2137783,74.70832322,79.59676077,-56.53388195
1,56.1969458,66.62697667,-70.04038843,78.50655461,59.82251113,-88.87694861,13.51291304,75.27748459,-54.0773065,63.48285429,-3.113002603,-79.42418071,78.71473256,33.54815496,-86.83935835
1,53.22702484,95.19576492,-6.962718407,-21.83547137,87.00414494,27.01196058,35.78935079,100.9639538,5.658561039,52.24345531,74.24800995,-19.83588224,-6.217647372,97.73631174,23.22727248
1,14.6761621,84.88074912,-63.59513527,-21.4729065,70.40591105,-40.93429717,40.11416459,85.36844131,-59.83252892,30.51380468,1.916892382,0.756837908,-4.370497142,77.89834188,-55.2399682
1,48.24989795,98.0906747,-30.29349114,72.30417758,79.69633023,-60.98475381,67.03417275,19.84145363,-58.115094,74.12479328,52.25947465,-59.34896617,23.36099439,100.8545675,-33.17348805
1,66.32501238,64.71261066,-73.90412707,37.40878052,73.6623169,-58.65795774,59.28447469,64.67450291,-56.6272928,78.15339565,42.4053699,-72.3640708,17.76518317,77.61630107,-50.76901067
1,10.32026744,83.82584688,-46.30222715,59.70177653,56.51210577,-62.14127287,30.56543382,85.34262736,-49.7232908,-8.129222357,75.66593775,-34.54820379,53.45348192,82.64619745,-56.89944654
1,50.17118875,65.14581837,-73.69567498,66.15336627,58.36675872,-84.34395998,35.30062028,76.29575211,-57.54519758,53.26246305,-4.294185405,-82.02138544,69.9472163,32.10807872,-86.01232424
1,57.75448492,19.88663789,-61.19390766,25.71911366,84.46510005,-47.22402812,56.16080621,81.0819224,-42.68745636,11.12472872,81.67515203,-41.3077147,59.24685972,79.8307578,-60.04019162
1,68.53332872,64.52885973,-79.15814721,57.02924705,1.236771483,-82.55040704,32.2332412,78.59927276,-54.29116863,54.50291951,68.95118312,-68.06095707,72.4461136,39.04480455,-83.63583863
1,38.16246155,80.78104122,-61.02376428,-22.25516078,68.92170747,-40.85905802,29.89778411,-0.812217213,0.06795278,14.27726806,85.08885026,-63.5465598,-5.722022931,74.99330823,-55.50517485
1,1.333705235,97.95712667,-29.40972647,24.85464616,99.83279002,-30.73227323,68.00152384,19.31255033,-56.55812374,75.45685464,51.9733489,-57.35160244,73.89266486,79.06171879,-58.27027065
1,76.50597043,63.2203835,-89.14579072,58.67264463,0.456543153,-83.78390329,37.2766759,72.78451966,-56.10306404,74.84248166,37.2930584,-89.72169208,60.84270006,67.44883219,-62.83572536
1,76.6526737,0.711091884,-61.3025119,82.37510587,34.89177909,-59.92339848,56.20132765,72.10308818,-61.06712112,75.61898467,58.61174035,-56.25446453,-9.929765203,61.68789953,-55.86987587
1,-14.42721516,76.6656257,-39.64316719,5.805991225,82.38664379,-48.02779311,25.13114595,84.91027307,-54.17072587,48.66220955,81.37425259,-60.68075454,54.97920257,56.24743412,-66.30376957
1,57.7563645,72.3335604,-60.0578222,32.93037576,81.38574918,-55.86152058,84.7619794,68.32008895,-73.54818349,75.29023333,42.72206709,-73.86011414,58.89913367,11.14315976,-71.30812803
1,73.2918708,80.4929899,-58.31159951,5.849424248,96.36689579,-21.75955538,24.16661655,101.1303754,-30.36514783,73.65513572,53.62291245,-59.20116354,47.40208407,99.35645243,-29.39758545
1,10.11541333,83.32719352,-46.16626057,59.09315624,56.14929189,-62.75206487,29.8002127,85.12308294,-50.60087244,-10.1495495,77.08501895,-38.34388162,53.01375069,82.3181994,-57.37691484
1,56.19294261,71.07296165,-62.26025135,74.85814039,56.7281469,-58.79044381,-11.07303515,59.36069878,-58.63312418,30.9584057,73.11098546,-64.7674635,81.72637292,33.97695093,-60.80154942
1,23.37211598,100.4695699,-33.14562375,75.25399596,51.6349456,-58.41459804,46.01099511,99.07197956,-34.12496373,65.83278269,19.80124508,-59.82266358,74.76604311,78.44685099,-57.44196473
1,-3.202687941,77.4751016,-56.11504638,41.34751996,83.78157004,-60.83069653,16.57107922,85.41982865,-64.10240392,-20.76561987,69.44353089,-42.01397231,30.96353536,3.578034272,1.758672777
1,63.66694522,57.99163275,-85.62853495,53.10296524,-5.298373834,-82.27711899,34.08240942,75.82518062,-58.51522186,69.32793308,31.85076022,-86.31138463,51.099162,64.26347567,-73.5613526
1,69.5879293,32.56709421,-85.92960357,50.42511002,-4.372145206,-83.76371528,32.98571083,76.60360771,-58.49630578,67.63232756,58.14133158,-83.03029033,50.844709,65.14511195,-73.17895174
1,36.87784837,73.06720573,-58.49829485,60.82239327,65.42299456,-54.32836366,13.84176659,75.67646162,-54.34422544,64.62242965,64.51445853,-75.13351869,79.62780951,43.62691343,-70.84385516
1,25.30393175,100.1884917,-30.0399302,72.56686002,52.78479413,-61.39943298,72.06368389,79.64308801,-61.46969722,65.26200001,20.33749454,-60.46087475,4.278238934,96.75410523,-24.2970758
1,75.77179271,58.16711812,-57.14914525,10.90259661,74.22569555,-64.62201534,56.54027778,71.73756715,-61.20291212,-11.3192005,60.11618651,-57.48505675,31.39855418,74.72328409,-63.04385991
1,63.81325989,56.94885368,-86.50880595,68.96183291,30.7407869,-87.08507838,-7.014283103,72.69068448,-37.48598082,10.98098107,74.34841703,-52.03206693,51.11879712,63.7095493,-74.47278798
1,16.5248675,77.03139639,-51.95093163,42.38531008,74.6228636,-53.33799976,65.61096274,65.28569188,-74.33011527,59.39763674,65.35979022,-55.88253672,80.1779812,43.54212733,-70.26336823
1,20.22690301,88.84934716,-17.89227693,66.69865762,85.30890436,-49.73757094,39.22478363,88.21216494,-29.1476711,61.89937837,79.75165805,-30.76774951,78.40426992,64.45499497,-56.14404943
1,6.711304734,75.62987033,-48.91558155,53.09652764,69.4007723,-68.11338905,33.79533786,78.44066368,-52.45430302,72.1696042,39.41781132,-83.99592283,58.02120538,1.232819862,-81.81873689
1,68.25184267,36.62538172,-87.18333919,30.93260418,76.61922006,-56.79835862,66.53676062,62.51994109,-82.8425371,54.71698527,-1.116931707,-83.48086982,50.34849825,67.1364723,-72.28157856
1,58.33070388,14.37277738,-71.72384078,52.49057036,79.87076714,-60.87033132,88.86592094,68.70138215,-73.32179529,75.04808716,44.73294603,-75.00844565,34.82937525,89.17136676,-47.42335794
1,86.79484464,76.46906026,-68.50687766,34.00659046,93.07298272,-43.67500693,-11.03090539,83.1409555,-27.10611728,53.30416989,85.00229211,-54.85187188,9.975721376,91.83136276,-31.99155508
1,49.30376966,98.04591687,-28.84445085,73.14498908,79.57363599,-59.67625736,74.69420418,52.27177162,-58.45063997,24.21626979,100.8423536,-31.87426015,4.918141456,96.96305485,-24.52546178
1,64.16375089,52.78388643,-63.10321885,57.82266984,79.6139019,-61.63370111,57.61915947,19.67392,-61.32271752,54.02335723,81.04104726,-45.10044659,26.64635548,84.27922292,-45.99963852
1,7.771936653,74.95082401,-48.49260928,68.40834035,64.8071388,-79.07710543,50.88424024,69.55366415,-70.00956247,32.67825304,78.74062585,-53.74545769,59.47956251,1.16421356,-80.85883921
1,11.13027506,75.35809136,-51.11678679,70.62663134,58.66011066,-84.66393987,55.63282955,-3.996748426,-81.14241637,35.0952897,75.99286924,-57.97400628,-9.169108602,72.9343544,-37.84212256
1,66.63561901,30.04974438,-87.45665388,67.09468319,56.19932588,-86.53032439,50.52357748,64.23200347,-74.7495572,31.03014753,75.12332485,-60.93486872,56.4607433,-6.902335987,-80.33182647
1,14.37466909,81.45489206,-65.02380235,39.60817956,80.8994089,-61.24327371,-22.00333529,67.21580148,-42.20798938,-4.101340492,76.88741901,-55.65251323,30.58319108,2.175001526,1.145455255
1,8.317297517,75.96110864,-52.47150302,65.12983838,57.9613033,-84.76579702,51.91853753,-4.850565106,-82.93607665,69.95180733,31.91363348,-85.95130313,52.94740909,64.69014799,-72.36433589
1,22.89188676,101.0513224,-32.34722731,74.16563371,53.02291685,-58.82087203,73.1239702,79.9762384,-58.9666223,3.969863954,97.1433455,-24.0917127,66.76582827,20.73949808,-58.35026516
1,73.56033299,38.94390485,-82.90351714,51.87571413,69.39418489,-69.41484194,32.05739379,78.73062836,-54.11662532,59.08079591,1.246973924,-81.07527958,-9.700104632,70.24133179,-35.72356467
